Race Name,Race Location,Race Date,Race Format,Race Start Time,Driver ID,Driver Name,Driver Number and Race Name,Driver Team,Driver Country,Position,Race Time,Race Point,Race Grid Position
FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,"Zandvoort,Netherlands",2023-08-27 00:00:00,conventional,2023-08-27 13:00:00,10,gasly,10 : FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,Alpine,FRA,3.0,0 days 00:00:07.058000,15.0,12.0
FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,"Zandvoort,Netherlands",2023-08-27 00:00:00,conventional,2023-08-27 13:00:00,11,perez,11 : FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,Red Bull Racing,MEX,4.0,0 days 00:00:10.068000,12.0,7.0
FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,"Zandvoort,Netherlands",2023-08-27 00:00:00,conventional,2023-08-27 13:00:00,55,sainz,55 : FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,Ferrari,ESP,5.0,0 days 00:00:12.541000,10.0,6.0
FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,"Zandvoort,Netherlands",2023-08-27 00:00:00,conventional,2023-08-27 13:00:00,44,hamilton,44 : FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,Mercedes,GBR,6.0,0 days 00:00:13.209000,8.0,13.0
FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,"Zandvoort,Netherlands",2023-08-27 00:00:00,conventional,2023-08-27 13:00:00,4,norris,4 : FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,McLaren,GBR,7.0,0 days 00:00:13.232000,6.0,2.0
FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,"Zandvoort,Netherlands",2023-08-27 00:00:00,conventional,2023-08-27 13:00:00,23,albon,23 : FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,Williams,THA,8.0,0 days 00:00:15.155000,4.0,4.0
FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,"Zandvoort,Netherlands",2023-08-27 00:00:00,conventional,2023-08-27 13:00:00,81,piastri,81 : FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,McLaren,AUS,9.0,0 days 00:00:16.580000,2.0,8.0
FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,"Zandvoort,Netherlands",2023-08-27 00:00:00,conventional,2023-08-27 13:00:00,31,ocon,31 : FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,Alpine,FRA,10.0,0 days 00:00:18.346000,1.0,16.0
FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,"Zandvoort,Netherlands",2023-08-27 00:00:00,conventional,2023-08-27 13:00:00,18,stroll,18 : FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,Aston Martin,CAN,11.0,0 days 00:00:20.087000,0.0,11.0
FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,"Zandvoort,Netherlands",2023-08-27 00:00:00,conventional,2023-08-27 13:00:00,27,hulkenberg,27 : FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,Haas F1 Team,GER,12.0,0 days 00:00:20.840000,0.0,14.0
FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,"Zandvoort,Netherlands",2023-08-27 00:00:00,conventional,2023-08-27 13:00:00,40,lawson,40 : FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,AlphaTauri,NZL,13.0,0 days 00:00:26.147000,0.0,19.0
FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,"Zandvoort,Netherlands",2023-08-27 00:00:00,conventional,2023-08-27 13:00:00,77,bottas,77 : FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,Alfa Romeo,FIN,14.0,0 days 00:00:27.388000,0.0,18.0
FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,"Zandvoort,Netherlands",2023-08-27 00:00:00,conventional,2023-08-27 13:00:00,22,tsunoda,22 : FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,AlphaTauri,JPN,15.0,0 days 00:00:29.893000,0.0,17.0
FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,"Zandvoort,Netherlands",2023-08-27 00:00:00,conventional,2023-08-27 13:00:00,20,kevin_magnussen,20 : FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,Haas F1 Team,DEN,16.0,0 days 00:00:31.410000,0.0,0.0
FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,"Zandvoort,Netherlands",2023-08-27 00:00:00,conventional,2023-08-27 13:00:00,63,russell,63 : FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,Mercedes,GBR,17.0,0 days 00:00:55.754000,0.0,3.0
FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,"Zandvoort,Netherlands",2023-08-27 00:00:00,conventional,2023-08-27 13:00:00,24,zhou,24 : FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,Alfa Romeo,CHN,18.0,NaT,0.0,15.0
FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,"Zandvoort,Netherlands",2023-08-27 00:00:00,conventional,2023-08-27 13:00:00,16,leclerc,16 : FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,Ferrari,MON,19.0,NaT,0.0,9.0
FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,"Zandvoort,Netherlands",2023-08-27 00:00:00,conventional,2023-08-27 13:00:00,2,sargeant,2 : FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,Williams,USA,20.0,NaT,0.0,10.0
FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 ,"Monza,Italy",2023-09-03 00:00:00,conventional,2023-09-03 13:00:00,1,max_verstappen,1 : FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 ,Red Bull Racing,NED,1.0,0 days 01:13:41.143000,25.0,2.0
FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 ,"Monza,Italy",2023-09-03 00:00:00,conventional,2023-09-03 13:00:00,11,perez,11 : FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 ,Red Bull Racing,MEX,2.0,0 days 00:00:06.064000,18.0,5.0
FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 ,"Monza,Italy",2023-09-03 00:00:00,conventional,2023-09-03 13:00:00,55,sainz,55 : FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 ,Ferrari,ESP,3.0,0 days 00:00:11.193000,15.0,1.0
FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 ,"Monza,Italy",2023-09-03 00:00:00,conventional,2023-09-03 13:00:00,16,leclerc,16 : FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 ,Ferrari,MON,4.0,0 days 00:00:11.377000,12.0,3.0
FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 ,"Monza,Italy",2023-09-03 00:00:00,conventional,2023-09-03 13:00:00,63,russell,63 : FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 ,Mercedes,GBR,5.0,0 days 00:00:23.028000,10.0,4.0
FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 ,"Monza,Italy",2023-09-03 00:00:00,conventional,2023-09-03 13:00:00,44,hamilton,44 : FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 ,Mercedes,GBR,6.0,0 days 00:00:42.679000,8.0,8.0
FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 ,"Monza,Italy",2023-09-03 00:00:00,conventional,2023-09-03 13:00:00,23,albon,23 : FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 ,Williams,THA,7.0,0 days 00:00:45.106000,6.0,6.0
FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 ,"Monza,Italy",2023-09-03 00:00:00,conventional,2023-09-03 13:00:00,4,norris,4 : FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 ,McLaren,GBR,8.0,0 days 00:00:45.449000,4.0,9.0
FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 ,"Monza,Italy",2023-09-03 00:00:00,conventional,2023-09-03 13:00:00,14,alonso,14 : FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 ,Aston Martin,ESP,9.0,0 days 00:00:46.294000,2.0,10.0
FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 ,"Monza,Italy",2023-09-03 00:00:00,conventional,2023-09-03 13:00:00,77,bottas,77 : FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 ,Alfa Romeo,FIN,10.0,0 days 00:01:04.056000,1.0,14.0
FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 ,"Monza,Italy",2023-09-03 00:00:00,conventional,2023-09-03 13:00:00,40,lawson,40 : FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 ,AlphaTauri,NZL,11.0,0 days 00:01:10.638000,0.0,12.0
FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 ,"Monza,Italy",2023-09-03 00:00:00,conventional,2023-09-03 13:00:00,81,piastri,81 : FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 ,McLaren,AUS,12.0,0 days 00:01:13.074000,0.0,7.0
FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 ,"Monza,Italy",2023-09-03 00:00:00,conventional,2023-09-03 13:00:00,2,sargeant,2 : FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 ,Williams,USA,13.0,0 days 00:01:18.557000,0.0,15.0
FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 ,"Monza,Italy",2023-09-03 00:00:00,conventional,2023-09-03 13:00:00,24,zhou,24 : FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 ,Alfa Romeo,CHN,14.0,0 days 00:01:20.164000,0.0,16.0
FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 ,"Monza,Italy",2023-09-03 00:00:00,conventional,2023-09-03 13:00:00,10,gasly,10 : FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 ,Alpine,FRA,15.0,0 days 00:01:22.510000,0.0,17.0
FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 ,"Monza,Italy",2023-09-03 00:00:00,conventional,2023-09-03 13:00:00,18,stroll,18 : FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 ,Aston Martin,CAN,16.0,0 days 00:01:27.266000,0.0,20.0
FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 ,"Monza,Italy",2023-09-03 00:00:00,conventional,2023-09-03 13:00:00,27,hulkenberg,27 : FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 ,Haas F1 Team,GER,17.0,NaT,0.0,13.0
FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 ,"Monza,Italy",2023-09-03 00:00:00,conventional,2023-09-03 13:00:00,20,kevin_magnussen,20 : FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 ,Haas F1 Team,DEN,18.0,NaT,0.0,19.0
FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 ,"Monza,Italy",2023-09-03 00:00:00,conventional,2023-09-03 13:00:00,31,ocon,31 : FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 ,Alpine,FRA,19.0,NaT,0.0,18.0
FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 ,"Monza,Italy",2023-09-03 00:00:00,conventional,2023-09-03 13:00:00,22,tsunoda,22 : FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 ,AlphaTauri,JPN,20.0,NaT,0.0,11.0
FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 ,"Marina Bay,Singapore",2023-09-17 00:00:00,conventional,2023-09-17 12:00:00,55,sainz,55 : FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 ,Ferrari,ESP,1.0,0 days 01:46:37.418000,25.0,1.0
FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 ,"Marina Bay,Singapore",2023-09-17 00:00:00,conventional,2023-09-17 12:00:00,4,norris,4 : FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 ,McLaren,GBR,2.0,0 days 00:00:00.812000,18.0,4.0
FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 ,"Marina Bay,Singapore",2023-09-17 00:00:00,conventional,2023-09-17 12:00:00,44,hamilton,44 : FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 ,Mercedes,GBR,3.0,0 days 00:00:01.269000,16.0,5.0
FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 ,"Marina Bay,Singapore",2023-09-17 00:00:00,conventional,2023-09-17 12:00:00,16,leclerc,16 : FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 ,Ferrari,MON,4.0,0 days 00:00:21.177000,12.0,3.0
FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 ,"Marina Bay,Singapore",2023-09-17 00:00:00,conventional,2023-09-17 12:00:00,1,max_verstappen,1 : FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 ,Red Bull Racing,NED,5.0,0 days 00:00:21.441000,10.0,11.0
FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 ,"Marina Bay,Singapore",2023-09-17 00:00:00,conventional,2023-09-17 12:00:00,10,gasly,10 : FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 ,Alpine,FRA,6.0,0 days 00:00:38.441000,8.0,12.0
FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 ,"Marina Bay,Singapore",2023-09-17 00:00:00,conventional,2023-09-17 12:00:00,81,piastri,81 : FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 ,McLaren,AUS,7.0,0 days 00:00:41.479000,6.0,17.0
FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 ,"Marina Bay,Singapore",2023-09-17 00:00:00,conventional,2023-09-17 12:00:00,11,perez,11 : FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 ,Red Bull Racing,MEX,8.0,0 days 00:00:59.534000,4.0,13.0
FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 ,"Marina Bay,Singapore",2023-09-17 00:00:00,conventional,2023-09-17 12:00:00,40,lawson,40 : FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 ,AlphaTauri,NZL,9.0,0 days 00:01:05.918000,2.0,10.0
FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 ,"Marina Bay,Singapore",2023-09-17 00:00:00,conventional,2023-09-17 12:00:00,20,kevin_magnussen,20 : FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 ,Haas F1 Team,DEN,10.0,0 days 00:01:12.116000,1.0,6.0
FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 ,"Marina Bay,Singapore",2023-09-17 00:00:00,conventional,2023-09-17 12:00:00,23,albon,23 : FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 ,Williams,THA,11.0,0 days 00:01:13.417000,0.0,14.0
FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 ,"Marina Bay,Singapore",2023-09-17 00:00:00,conventional,2023-09-17 12:00:00,24,zhou,24 : FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 ,Alfa Romeo,CHN,12.0,0 days 00:01:23.649000,0.0,0.0
FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 ,"Marina Bay,Singapore",2023-09-17 00:00:00,conventional,2023-09-17 12:00:00,27,hulkenberg,27 : FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 ,Haas F1 Team,GER,13.0,0 days 00:01:26.201000,0.0,9.0
FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 ,"Marina Bay,Singapore",2023-09-17 00:00:00,conventional,2023-09-17 12:00:00,2,sargeant,2 : FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 ,Williams,USA,14.0,0 days 00:01:26.889000,0.0,18.0
FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 ,"Marina Bay,Singapore",2023-09-17 00:00:00,conventional,2023-09-17 12:00:00,14,alonso,14 : FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 ,Aston Martin,ESP,15.0,0 days 00:01:27.603000,0.0,7.0
FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 ,"Marina Bay,Singapore",2023-09-17 00:00:00,conventional,2023-09-17 12:00:00,63,russell,63 : FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 ,Mercedes,GBR,16.0,NaT,0.0,2.0
FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 ,"Marina Bay,Singapore",2023-09-17 00:00:00,conventional,2023-09-17 12:00:00,77,bottas,77 : FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 ,Alfa Romeo,FIN,17.0,NaT,0.0,16.0
FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 ,"Marina Bay,Singapore",2023-09-17 00:00:00,conventional,2023-09-17 12:00:00,31,ocon,31 : FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 ,Alpine,FRA,18.0,NaT,0.0,8.0
FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 ,"Marina Bay,Singapore",2023-09-17 00:00:00,conventional,2023-09-17 12:00:00,22,tsunoda,22 : FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 ,AlphaTauri,JPN,19.0,NaT,0.0,15.0
FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 ,"Marina Bay,Singapore",2023-09-17 00:00:00,conventional,2023-09-17 12:00:00,18,stroll,18 : FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 ,Aston Martin,nan,nan,NaT,0.0,nan
FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 ,"Suzuka,Japan",2023-09-24 00:00:00,conventional,2023-09-24 05:00:00,1,max_verstappen,1 : FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 ,Red Bull Racing,NED,1.0,0 days 01:30:58.421000,26.0,1.0
FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 ,"Suzuka,Japan",2023-09-24 00:00:00,conventional,2023-09-24 05:00:00,4,norris,4 : FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 ,McLaren,GBR,2.0,0 days 00:00:19.387000,18.0,3.0
FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 ,"Suzuka,Japan",2023-09-24 00:00:00,conventional,2023-09-24 05:00:00,81,piastri,81 : FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 ,McLaren,AUS,3.0,0 days 00:00:36.494000,15.0,2.0
FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 ,"Suzuka,Japan",2023-09-24 00:00:00,conventional,2023-09-24 05:00:00,16,leclerc,16 : FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 ,Ferrari,MON,4.0,0 days 00:00:43.998000,12.0,4.0
FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 ,"Suzuka,Japan",2023-09-24 00:00:00,conventional,2023-09-24 05:00:00,44,hamilton,44 : FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 ,Mercedes,GBR,5.0,0 days 00:00:49.376000,10.0,7.0
FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 ,"Suzuka,Japan",2023-09-24 00:00:00,conventional,2023-09-24 05:00:00,55,sainz,55 : FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 ,Ferrari,ESP,6.0,0 days 00:00:50.221000,8.0,6.0
FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 ,"Suzuka,Japan",2023-09-24 00:00:00,conventional,2023-09-24 05:00:00,63,russell,63 : FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 ,Mercedes,GBR,7.0,0 days 00:00:57.659000,6.0,8.0
FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 ,"Suzuka,Japan",2023-09-24 00:00:00,conventional,2023-09-24 05:00:00,14,alonso,14 : FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 ,Aston Martin,ESP,8.0,0 days 00:01:14.725000,4.0,10.0
FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 ,"Suzuka,Japan",2023-09-24 00:00:00,conventional,2023-09-24 05:00:00,31,ocon,31 : FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 ,Alpine,FRA,9.0,0 days 00:01:19.678000,2.0,14.0
FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 ,"Suzuka,Japan",2023-09-24 00:00:00,conventional,2023-09-24 05:00:00,10,gasly,10 : FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 ,Alpine,FRA,10.0,0 days 00:01:23.155000,1.0,12.0
FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 ,"Suzuka,Japan",2023-09-24 00:00:00,conventional,2023-09-24 05:00:00,40,lawson,40 : FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 ,AlphaTauri,NZL,11.0,NaT,0.0,11.0
FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 ,"Suzuka,Japan",2023-09-24 00:00:00,conventional,2023-09-24 05:00:00,22,tsunoda,22 : FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 ,AlphaTauri,JPN,12.0,NaT,0.0,9.0
FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 ,"Suzuka,Japan",2023-09-24 00:00:00,conventional,2023-09-24 05:00:00,24,zhou,24 : FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 ,Alfa Romeo,CHN,13.0,NaT,0.0,19.0
FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 ,"Suzuka,Japan",2023-09-24 00:00:00,conventional,2023-09-24 05:00:00,27,hulkenberg,27 : FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 ,Haas F1 Team,GER,14.0,NaT,0.0,18.0
FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 ,"Suzuka,Japan",2023-09-24 00:00:00,conventional,2023-09-24 05:00:00,20,kevin_magnussen,20 : FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 ,Haas F1 Team,DEN,15.0,NaT,0.0,15.0
FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 ,"Suzuka,Japan",2023-09-24 00:00:00,conventional,2023-09-24 05:00:00,23,albon,23 : FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 ,Williams,THA,16.0,NaT,0.0,13.0
FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 ,"Suzuka,Japan",2023-09-24 00:00:00,conventional,2023-09-24 05:00:00,2,sargeant,2 : FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 ,Williams,USA,17.0,NaT,0.0,0.0
FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 ,"Suzuka,Japan",2023-09-24 00:00:00,conventional,2023-09-24 05:00:00,18,stroll,18 : FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 ,Aston Martin,CAN,18.0,NaT,0.0,17.0
FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 ,"Suzuka,Japan",2023-09-24 00:00:00,conventional,2023-09-24 05:00:00,11,perez,11 : FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 ,Red Bull Racing,MEX,19.0,NaT,0.0,5.0
FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 ,"Suzuka,Japan",2023-09-24 00:00:00,conventional,2023-09-24 05:00:00,77,bottas,77 : FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 ,Alfa Romeo,FIN,20.0,NaT,0.0,16.0
FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023,"Lusail,Qatar",2023-10-08 00:00:00,sprint_shootout,2023-10-08 17:00:00,1,max_verstappen,1 : FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023,Red Bull Racing,NED,1.0,0 days 01:27:39.168000,26.0,1.0
FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023,"Lusail,Qatar",2023-10-08 00:00:00,sprint_shootout,2023-10-08 17:00:00,81,piastri,81 : FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023,McLaren,AUS,2.0,0 days 00:00:04.833000,18.0,6.0
FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023,"Lusail,Qatar",2023-10-08 00:00:00,sprint_shootout,2023-10-08 17:00:00,4,norris,4 : FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023,McLaren,GBR,3.0,0 days 00:00:05.969000,15.0,10.0
FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023,"Lusail,Qatar",2023-10-08 00:00:00,sprint_shootout,2023-10-08 17:00:00,63,russell,63 : FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023,Mercedes,GBR,4.0,0 days 00:00:34.119000,12.0,2.0
FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023,"Lusail,Qatar",2023-10-08 00:00:00,sprint_shootout,2023-10-08 17:00:00,16,leclerc,16 : FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023,Ferrari,MON,5.0,0 days 00:00:38.976000,10.0,5.0
FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023,"Lusail,Qatar",2023-10-08 00:00:00,sprint_shootout,2023-10-08 17:00:00,14,alonso,14 : FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023,Aston Martin,ESP,6.0,0 days 00:00:49.032000,8.0,4.0
FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023,"Lusail,Qatar",2023-10-08 00:00:00,sprint_shootout,2023-10-08 17:00:00,31,ocon,31 : FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023,Alpine,FRA,7.0,0 days 00:01:02.390000,6.0,8.0
FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023,"Lusail,Qatar",2023-10-08 00:00:00,sprint_shootout,2023-10-08 17:00:00,77,bottas,77 : FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023,Alfa Romeo,FIN,8.0,0 days 00:01:06.563000,4.0,9.0
FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023,"Lusail,Qatar",2023-10-08 00:00:00,sprint_shootout,2023-10-08 17:00:00,24,zhou,24 : FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023,Alfa Romeo,CHN,9.0,0 days 00:01:16.127000,2.0,19.0
FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023,"Lusail,Qatar",2023-10-08 00:00:00,sprint_shootout,2023-10-08 17:00:00,11,perez,11 : FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023,Red Bull Racing,MEX,10.0,0 days 00:01:20.181000,1.0,0.0
